Series Name,Series Code,Country Name,Country Code,2020 [YR2020]
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Congo, Dem. Rep.",COD,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Congo, Rep.",COG,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Costa Rica,CRI,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Cote d'Ivoire,CIV,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Croatia,HRV,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Cuba,CUB,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Curacao,CUW,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Cyprus,CYP,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Czech Republic,CZE,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Denmark,DNK,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Djibouti,DJI,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Dominica,DMA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Dominican Republic,DOM,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Ecuador,ECU,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Egypt, Arab Rep.",EGY,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,El Salvador,SLV,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Equatorial Guinea,GNQ,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Eritrea,ERI,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Estonia,EST,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Eswatini,SWZ,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Ethiopia,ETH,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Faroe Islands,FRO,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Fiji,FJI,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Finland,FIN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,France,FRA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,French Polynesia,PYF,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Gabon,GAB,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Gambia, The",GMB,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Georgia,GEO,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Germany,DEU,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Ghana,GHA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Gibraltar,GIB,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Greece,GRC,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Greenland,GRL,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Grenada,GRD,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Guam,GUM,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Guatemala,GTM,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Guinea,GIN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Guinea-Bissau,GNB,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Guyana,GUY,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Haiti,HTI,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Honduras,HND,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Hong Kong SAR, China",HKG,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Hungary,HUN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Iceland,ISL,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,India,IND,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Indonesia,IDN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Iran, Islamic Rep.",IRN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Iraq,IRQ,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Ireland,IRL,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Isle of Man,IMN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Israel,ISR,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Italy,ITA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Jamaica,JAM,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Japan,JPN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Jordan,JOR,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Kazakhstan,KAZ,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Kenya,KEN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Kiribati,KIR,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Korea, Dem. People's Rep.",PRK,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Korea, Rep.",KOR,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Kosovo,XKX,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Kuwait,KWT,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Kyrgyz Republic,KGZ,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Lao PDR,LAO,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Latvia,LVA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Lebanon,LBN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Lesotho,LSO,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Liberia,LBR,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Libya,LBY,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Liechtenstein,LIE,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Lithuania,LTU,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Luxembourg,LUX,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Macao SAR, China",MAC,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Madagascar,MDG,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Malawi,MWI,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Malaysia,MYS,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Maldives,MDV,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Mali,MLI,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Malta,MLT,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Marshall Islands,MHL,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Mauritania,MRT,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Mauritius,MUS,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Mexico,MEX,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Micronesia, Fed. Sts.",FSM,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Moldova,MDA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Monaco,MCO,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Mongolia,MNG,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Montenegro,MNE,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Morocco,MAR,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Mozambique,MOZ,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Myanmar,MMR,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Namibia,NAM,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Nauru,NRU,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Nepal,NPL,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Netherlands,NLD,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,New Caledonia,NCL,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,New Zealand,NZL,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Nicaragua,NIC,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Niger,NER,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Nigeria,NGA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,North Macedonia,MKD,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Northern Mariana Islands,MNP,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Norway,NOR,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Oman,OMN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Pakistan,PAK,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Palau,PLW,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Panama,PAN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Papua New Guinea,PNG,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Paraguay,PRY,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Peru,PER,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Philippines,PHL,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Poland,POL,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Portugal,PRT,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Puerto Rico,PRI,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Qatar,QAT,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Romania,ROU,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Russian Federation,RUS,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Rwanda,RWA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Samoa,WSM,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,San Marino,SMR,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Sao Tome and Principe,STP,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Saudi Arabia,SAU,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Senegal,SEN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Serbia,SRB,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Seychelles,SYC,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Sierra Leone,SLE,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Singapore,SGP,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Sint Maarten (Dutch part),SXM,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Slovak Republic,SVK,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Slovenia,SVN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Solomon Islands,SLB,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Somalia,SOM,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,South Africa,ZAF,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,South Sudan,SSD,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Spain,ESP,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Sri Lanka,LKA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,St. Kitts and Nevis,KNA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,St. Lucia,LCA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,St. Martin (French part),MAF,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,St. Vincent and the Grenadines,VCT,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Sudan,SDN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Suriname,SUR,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Sweden,SWE,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Switzerland,CHE,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Syrian Arab Republic,SYR,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Tajikistan,TJK,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Tanzania,TZA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Thailand,THA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Timor-Leste,TLS,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Togo,TGO,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Tonga,TON,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Trinidad and Tobago,TTO,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Tunisia,TUN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Turkey,TUR,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Turkmenistan,TKM,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Turks and Caicos Islands,TCA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Tuvalu,TUV,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Uganda,UGA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Ukraine,UKR,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,United Arab Emirates,ARE,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,United Kingdom,GBR,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,United States,USA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Uruguay,URY,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Uzbekistan,UZB,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Vanuatu,VUT,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Venezuela, RB",VEN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Vietnam,VNM,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Virgin Islands (U.S.),VIR,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,West Bank and Gaza,PSE,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Yemen, Rep.",YEM,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Zambia,ZMB,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Zimbabwe,ZWE,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Africa Eastern and Southern,AFE,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Africa Western and Central,AFW,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Arab World,ARB,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Caribbean small states,CSS,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Central Europe and the Baltics,CEB,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Early-demographic dividend,EAR,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,East Asia & Pacific,EAS,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,East Asia & Pacific (excluding high income),EAP,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,East Asia & Pacific (IDA & IBRD countries),TEA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Euro area,EMU,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Europe & Central Asia,ECS,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Europe & Central Asia (excluding high income),ECA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Europe & Central Asia (IDA & IBRD countries),TEC,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,European Union,EUU,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Fragile and conflict affected situations,FCS,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Heavily indebted poor countries (HIPC),HPC,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,High income,HIC,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,IBRD only,IBD,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,IDA & IBRD total,IBT,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,IDA blend,IDB,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,IDA only,IDX,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,IDA total,IDA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Late-demographic dividend,LTE,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Latin America & Caribbean,LCN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Latin America & Caribbean (excluding high income),LAC,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Latin America & the Caribbean (IDA & IBRD countries),TLA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Least developed countries: UN classification,LDC,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Low & middle income,LMY,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Low income,LIC,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Lower middle income,LMC,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Middle East & North Africa,MEA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Middle East & North Africa (excluding high income),MNA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Middle East & North Africa (IDA & IBRD countries),TMN,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Middle income,MIC,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,North America,NAC,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Not classified,INX,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,OECD members,OED,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Other small states,OSS,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Pacific island small states,PSS,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Post-demographic dividend,PST,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Pre-demographic dividend,PRE,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Small states,SST,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,South Asia,SAS,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,South Asia (IDA & IBRD),TSA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Sub-Saharan Africa,SSF,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Sub-Saharan Africa (excluding high income),SSA,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Sub-Saharan Africa (IDA & IBRD countries),TSS,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Upper middle income,UMC,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,World,WLD,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Afghanistan,AFG,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Albania,ALB,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Algeria,DZA,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,American Samoa,ASM,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Andorra,AND,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Angola,AGO,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Antigua and Barbuda,ATG,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Argentina,ARG,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Armenia,ARM,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Aruba,ABW,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Australia,AUS,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Austria,AUT,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Azerbaijan,AZE,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,"Bahamas, The",BHS,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Bahrain,BHR,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Bangladesh,BGD,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Barbados,BRB,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Belarus,BLR,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Belgium,BEL,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Belize,BLZ,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Benin,BEN,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Bermuda,BMU,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Bhutan,BTN,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Bolivia,BOL,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Bosnia and Herzegovina,BIH,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Botswana,BWA,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Brazil,BRA,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,British Virgin Islands,VGB,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Brunei Darussalam,BRN,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Bulgaria,BGR,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Burkina Faso,BFA,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Burundi,BDI,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Cabo Verde,CPV,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Cambodia,KHM,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Cameroon,CMR,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Canada,CAN,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Cayman Islands,CYM,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Central African Republic,CAF,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Chad,TCD,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Channel Islands,CHI,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Chile,CHL,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,China,CHN,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Colombia,COL,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Comoros,COM,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,"Congo, Dem. Rep.",COD,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,"Congo, Rep.",COG,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Costa Rica,CRI,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Cote d'Ivoire,CIV,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Croatia,HRV,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Cuba,CUB,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Curacao,CUW,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Cyprus,CYP,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Czech Republic,CZE,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Denmark,DNK,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Djibouti,DJI,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Dominica,DMA,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Dominican Republic,DOM,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Ecuador,ECU,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,"Egypt, Arab Rep.",EGY,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,El Salvador,SLV,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Equatorial Guinea,GNQ,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Eritrea,ERI,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Estonia,EST,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Eswatini,SWZ,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Ethiopia,ETH,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Faroe Islands,FRO,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Fiji,FJI,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Finland,FIN,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,France,FRA,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,French Polynesia,PYF,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Gabon,GAB,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,"Gambia, The",GMB,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Georgia,GEO,..
